0.13501284	349
1.36336494	348
2.59155591	356
3.81993631	346
5.04570208	340
6.27376050	344
7.50130743	339
8.72869337	343
9.95416681	346
11.18123113	355
12.40813456	356
13.63522732	354
14.85970826	368
16.08647955	377
17.31273995	383
18.53673969	400
19.76302889	410
20.98880745	403
22.21477523	420
23.43813366	433
24.66343065	450
25.88681853	465
27.11179471	469
28.33696004	476
29.55951779	476
30.78401288	492
32.00869708	504
33.23077475	519
34.45478903	527
35.67689628	524
36.90059025	530
38.12202845	533
39.34575151	546
40.56896515	543
41.79027305	558
43.01316670	559
44.23380610	561
45.45672891	568
46.67704905	567
47.89930314	578
49.11965305	582
50.34158752	588
51.56161833	592
52.78323332	600
54.00259649	599
55.22214906	606
56.44328520	606
57.66217045	615
58.88333594	611
60.10190262	621
61.32240058	621
62.54099722	617
63.75908644	633
64.97945447	626
66.19722544	635
67.41483749	630
68.63472748	637
69.85202146	635
71.06915662	637
72.28856885	634
73.50538612	632
74.72204465	636
75.94097941	641
77.15732025	635
78.37350245	644
79.59196001	645
80.80782470	643
82.02353084	656
83.23942603	642
84.45690030	641
85.67213066	647
86.88755004	643
88.10246354	640
89.31721867	650
90.53424659	637
91.74868478	641
92.96296469	650
94.17743354	644
95.39139696	638
96.60728467	645
97.82127853	651
99.03476719	636
100.24809778	651
101.46161720	656
102.67463167	638
103.88748814	656
105.10053341	647
106.31515423	652
107.52753659	646
108.74010771	646
109.95217433	642
111.16408313	650
112.37618066	650
113.58777390	644
114.79920942	653
116.01083362	644
117.22195377	653
118.43291629	650
119.64372123	654
120.85471477	661
122.06520457	658
123.27553687	654
124.48605774	657
125.69607509	657
126.90593503	660
128.11598350	664
129.32552868	669
130.53491654	655
131.74241828	678
132.95149183	668
134.16040816	673
135.36916729	674
136.57811486	675
137.78655966	672
138.99484736	675
140.20332344	670
141.40922454	668
142.61704134	666
143.82504649	665
145.03254933	679
146.23989526	668
147.44501319	663
148.65239078	666
149.85926636	671
151.06598515	669
152.27289218	668
153.47722767	676
154.68347648	671
155.88956862	673
157.09377999	677
158.29955911	673
159.50518164	679
160.71099232	684
161.91423385	682
163.11938705	672
164.32438379	674
165.52750154	678
166.73218568	665
167.93671345	685
169.13936300	676
170.34357835	674
171.54763743	676
172.74947479	686
173.95356587	694
175.15509159	696
176.35852636	692
177.55974061	687
178.76320745	676
179.96617416	693
181.16692124	688
182.36992008	690
183.57035594	690
184.77269919	688
185.97282401	684
187.17519945	691
188.37501329	692
189.57673356	687
190.77623659	685
191.97798912	699
193.17718142	692
194.37827921	689
195.57716094	695
196.77829104	694
197.97686227	690
199.17527847	699
200.37559897	696
201.57404807	692
202.77405778	696
203.97185352	704
205.16949436	694
206.36938132	703
207.56671215	697
208.76388818	700
209.96296662	692
211.16017568	697
212.35688716	706
213.55550035	701
214.75190223	700
215.94849212	694
217.14664033	698
218.34257811	712
219.53836136	699
220.73433257	707
221.93186133	705
223.12718084	703
224.32234594	701
225.51769895	706
226.71460873	708
227.90931046	701
229.10385789	704
230.29825105	707
231.49283205	702
232.68691673	717
233.88289912	712
235.07667521	701
236.27063908	716
237.46410692	705
238.65742072	704
239.85058048	714
241.04358625	711
242.23677972	701
243.43152731	713
244.62407096	714
245.81646073	717
247.00903815	715
248.20112021	716
249.39304849	718
250.58482300	711
251.77644379	705
252.96825216	717
254.15956553	711
255.35072527	713
256.54173140	722
257.73292505	722
258.92362400	725
260.11416943	719
261.30456138	715
262.49479986	719
263.68522579	717
264.87515740	712
266.06289088	727
267.25251604	719
268.44198788	724
269.63164710	723
270.82081236	711
272.00982440	719
273.19868325	716
274.38738892	719
275.57389883	722
276.76263893	723
277.95088551	733
279.13897905	729
280.32691956	731
281.51266577	722
282.70064079	726
283.88812265	730
285.07545162	730
286.26262772	724
287.44761096	729
288.63482163	732
289.82153952	727
291.00606543	733
292.19247811	739
293.37873809	723
294.56518515	746
295.74910162	730
296.93490392	735
298.12055365	732
299.30401345	731
300.48935838	749
301.67489030	751
302.85789364	771
304.04278142	783
305.22548072	805
306.41006400	793
307.59449493	767
308.77707748	759
309.96120404	737
311.14314358	754
312.32696593	747
313.50860184	752
314.69212010	747
315.87379146	747
317.05700569	733
318.23803465	745
319.42094503	741
320.60167071	743
321.78427735	743
322.96469986	742
324.14734152	731
325.32746095	738
326.50946041	752
327.68927691	737
328.87097298	741
330.05048667	748
331.23018751	743
332.41142880	756
333.59048857	748
334.77142676	743
335.95018401	758
337.12879018	757
338.30927406	769
339.48791597	785
340.66606875	826
341.84609855	889
343.02394915	945
344.20164885	951
345.38122487	907
346.55862257	844
347.73620722	799
348.91330326	771
350.09227469	769
351.26906896	770
352.44571252	774
353.62220539	767
354.80057276	772
355.97710158	787
357.15314228	791
358.32903243	781
359.50477203	772
360.68036113	767
361.85782333	768
363.03311124	763
364.20824874	760
365.38323584	756
366.55840967	763
367.73309603	763
368.90763209	761
370.08201787	760
371.25827491	771
372.43235997	762
373.60629484	784
374.78007954	779
375.95405087	776
377.12753530	773
378.30086965	764
379.47405396	768
380.64708826	771
381.81997256	760
382.99270691	769
384.16529133	777
385.33772584	769
386.51034684	767
387.68248160	770
388.85446654	769
390.02630169	780
391.19596997	781
392.36750590	768
393.53889212	776
394.71012867	772
395.88121558	773
397.05215288	774
398.22294059	766
399.39391463	775
400.56238815	771
401.73272748	775
402.90291735	779
404.07295778	773
405.24284879	778
406.41259041	770
407.58016916	774
408.74961236	777
409.91890626	779
411.08805089	779
412.25503378	775
413.42421558	771
414.59291278	777
415.76146083	789
416.92784828	763
418.09609835	785
419.26419935	792
420.43014062	791
421.59794382	784
422.76559803	790
423.93109337	786
425.09844995	779
426.26565764	793
427.43070730	790
428.59795234	793
429.76270507	784
430.92931791	779
432.09578199	792
433.26008946	792
434.42625637	786
435.59026724	796
436.75613709	792
437.91985147	786
439.08542436	793
440.24884236	795
441.41411843	796
442.57724016	795
443.74221950	790
444.90504508	789
446.06972782	789
447.23225736	795
448.39697769	799
449.55921126	803
450.72129704	805
451.88523884	797
453.04702885	806
454.21067444	809
455.37216882	800
456.53351554	801
457.69671715	801
458.85776839	794
460.01867207	802
461.18142996	801
462.34203833	805
463.50249921	798
464.66481363	801
465.82497938	807
466.98499773	807
468.14686893	802
469.30659231	801
470.46616838	810
471.62559716	810
472.78687789	811
473.94601192	815
475.10499875	815
476.26383841	807
477.42253092	814
478.58307425	816
479.74147229	817
480.89972328	803
482.05816009	810
483.21611699	823
484.37392691	818
485.53358630	820
486.69110209	819
487.84847099	828
489.00569303	817
490.16276822	829
491.31969661	828
492.47647821	832
493.63311305	818
494.78960117	826
495.94594259	836
497.10213734	829
498.25818544	831
499.41408693	836
500.56984183	852
501.72545017	856
502.88091198	870
504.03622729	860
505.19139612	857
506.34641850	840
507.50129446	830
508.65602403	826
509.81060724	823
510.96504410	830
512.11933466	826
513.27347894	827
514.42548686	839
515.57933891	828
516.73304477	835
517.88660445	832
519.04001799	828
520.19328541	835
521.34441817	841
522.49739370	836
523.65022320	834
524.80290669	836
525.95544421	844
527.10551724	827
528.25776318	839
529.40986323	844
530.56181742	842
531.71163945	840
532.86330224	843
534.01481925	845
535.16420494	847
536.31543072	847
537.46651080	842
538.61546040	849
539.76624941	847
540.91689282	851
542.06540657	835
543.21575907	841
544.36596604	850
545.51404419	844
546.66396043	842
547.81174841	846
548.96137402	832
550.11085424	850
551.25820703	846
552.40739679	838
553.55445969	847
554.70335910	847
555.85013220	847
556.99874138	838
558.14522480	857
559.29354385	858
560.43940768	856
561.58743676	868
562.73334118	861
563.87910104	842
565.02669542	853
566.17216598	852
567.31947062	851
568.46465199	859
569.60968894	858
570.75655929	863
571.90130721	857
573.04788809	862
574.19234710	863
575.33666182	866
576.48280883	864
577.62683479	858
578.77038720	858
579.91412481	868
581.05969383	864
582.20314291	855
583.34644789	871
584.49158361	873
585.63460022	855
586.77747282	858
587.92020142	871
589.06278605	868
590.20720032	860
591.34949686	860
592.49164951	866
593.63332951	864
594.77519452	864
595.91691573	860
597.06046525	867
598.20189869	881
599.34318841	862
600.48433444	866
601.62533680	864
602.76619552	873
603.90691064	869
605.04748216	866
606.18758179	869
607.32786627	867
608.46800725	866
609.60800475	876
610.74785880	873
611.88756943	875
613.02713667	880
614.16656054	875
615.30584107	876
616.44497828	878
617.58364428	871
618.72249499	883
619.86120246	890
620.99976674	879
622.13818783	885
623.27646577	887
624.41460059	875
625.55259231	882
626.69044096	878
627.82585361	882
628.96341649	881
630.10083638	896
631.23811330	896
632.37524729	880
633.51027422	894
634.64712266	892
635.78382825	884
636.92039102	890
638.05648378	891
639.19079809	885
640.32693282	892
641.46292483	894
642.59877414	889
643.73251885	904
644.86808310	893
646.00350474	900
647.13649573	890
648.27163252	899
649.40662677	896
650.53951805	889
651.67422756	888
652.80879462	900
653.94125953	895
655.07521544	896
656.20739636	901
657.34139441	901
658.47329140	904
659.60700509	904
660.74057652	907
661.87204770	907
663.00500863	915
664.13619620	919
665.26919937	919
666.40010338	924
667.53282256	920
668.66344312	925
669.79587842	935
670.92588964	944
672.05608540	943
673.18809524	955
674.31800782	959
675.44973404	962
676.57936355	954
677.70852593	958
678.83982708	962
679.96903235	952
681.10005015	952
682.22897261	936
683.35775383	941
684.48802141	934
685.61652002	925
686.74487747	920
687.87504615	914
689.00312111	927
690.13105498	920
691.25852253	915
692.38812575	913
693.51563634	938
694.64300594	911
695.77023460	917
696.89699726	917
698.02589431	930
699.15270007	918
700.27936499	921
701.40588909	913
702.53194753	925
703.65819011	914
704.78624067	913
705.91220155	914
707.03802176	910
708.16370130	921
709.28891558	926
710.41431392	927
711.53957168	912
712.66468889	931
713.78966557	928
714.91417733	910
716.03887307	918
717.16342836	923
718.28784323	930
719.41211770	934
720.53592759	927
721.65992139	932
722.78377487	923
723.90748806	925
725.03106099	923
726.15416966	926
727.27746218	928
728.40061451	927
729.52362668	929
730.64649871	929
731.76696394	923
732.88955607	922
734.01200814	926
735.13432019	925
736.25616858	933
737.37820069	929
738.49815141	935
739.61990388	923
740.74119297	929
741.86266571	932
742.98205815	938
744.10325147	930
745.22430500	921
746.34489547	932
747.46373003	933
748.58436461	946
749.70485951	937
750.82295285	936
751.94316872	934
753.06324499	949
754.18124363	940
755.30071803	943
756.42037590	939
757.53795695	940
758.65733607	949
759.77657575	941
760.89341663	939
762.01237775	938
763.12926338	932
764.24762338	941
765.36423110	939
766.48263539	944
767.59896527	952
768.71676880	945
769.83282097	937
770.95066886	944
772.06644339	942
773.18369088	951
774.29918791	948
775.41647980	944
776.53169940	955
777.64839126	956
778.76333357	942
779.87813737	957
780.99473496	947
782.10893958	947
783.22332782	957
784.33950921	957
785.45329854	954
786.56727145	954
787.68303686	960
788.79673290	957
789.90996894	958
791.02531861	952
792.13859971	951
793.25174261	960
794.36442578	959
795.47922155	952
796.59194982	961
797.70421855	962
798.81667069	965
799.93091299	965
801.04308883	973
802.15480540	961
803.26670533	985
804.37846732	963
805.48977023	957
806.60125646	967
807.71453134	985
808.82574163	970
809.93649310	974
811.04742784	966
812.15822481	958
813.26856316	968
814.37908473	963
815.48946862	968
816.59939408	967
817.70950271	969
818.81947374	978
819.92898654	969
821.03868247	981
822.14824088	975
823.25766178	966
824.36662471	975
825.47577072	968
826.58477930	976
827.69333010	984
